french|lingala
Va à l’école 3x Tout le monde  i, o, a KILA BONGO i, o, a ESPÉ BASS i , o, a ROGA-ROGA i, o, a Oxy Oxygène i, o, a|ROGA-ROGA to solola  Eeh liberateur
…|Koma l’école eh 3x Tout le monde  i, o, a KILA BONGO i, o, a ESPE BASS i , o, a ROGA-ROGA i, o, a Oxy Oxygène i, o, a
Va à l’école 3x Tout le monde  i, o, a|…
…|Koma l’école eh 3x Tout le monde  i, o, a
8x Toto tire Nana ah  Nana tire Toto  Avec ma bouche tu veux manger du piment   Avec ma bouche tu veux manger du piment  Pas ici, allez va t-en  Hey toi, quitte-la  Hey toi, hey toi, hey toi,  quitte-la |…
INTRO : La personne qui a fait tomber de l’argent  Ne le cherche pas, à l’ endroit où c’est tombé  Mais celui qui l’a ramassé  Se rappelle de l’endroit où il l’a trouvé  Maintenant que j’ai trouvé l’amour de RIGO NGOBILA|INTRO : Moto oyo akweyisi mbongo  Alukaka ya ngo esaka akweyisi te Mais molokoti  A yebaka esika nini a lokotaki  Awa si  nga  nalokoti bolingo ya RIGO NGOBILA
Le mouton avec lequel on a prévu de recevoir l’invité, si on ne l’attache pas Sache qu’ils veulent que l’invité mange les légumes sans viande  Si tu vas chez ta fiancée et qu’on te donne une chaise basse  Sache qu’ils ne veulent pas que tu restes longtemps, car un autre est en chemin  S’ils détachent le chien qui a  connait ton parfum  Trouve un autre chemin, là-bas tu es devenu zéro La grosseur de ton porte monnaie (ta poche) ta maintenue longtemps là-bas Sa maigreur de maintenant te chasse de là-bas  Si pendant la fête, ta fiancée commence à bouger sans arrêt Et qu’elle est plus gentillesse envers  les convives plus que les autres membres de sa famille s cela cache quelque choses|Taba ya koyambela mopaya soki ba tié yango sing a te oo  Yeba balingi mopaya aliya pondu ya pamba eeh RIGO NGOBILA  Okeyi epayi ya molongani ba pesi yo ebonga ya mokuse  Yeba balingi owumela te, mosusu azan a nzela eeh RIGO NGOBILA  Ba fongoli imbwa oyo a yina solo  nayo eeh  Luka nzela na yo mosusu kuna osi okoma zero eeh  Libenga na yo nde evandisaki yo kuna longtemps Ko kondo na ya ngo ya lelo nde eza ko benganisa yo eeh  Soki na feti molongani akomi ko tambola tambola Gentillesse koluta ba bendeko eza encadrement eeh
Chœur : 2x Ne pleure pas, ce sont des choses qui arrivent  Ce n’est que le corps qui s’est englouti dans le fossé et non l’esprit  Le cheval sur lequel tu as parié a échoué N’en veux pas à RIGO|Chœur : 2x Kolela te eza makombo eyaka Nzoto ya pamba edindi na libulu molimo te oo  Punda oponaki ebimi echec  Kozua RIGO mabe te ooh
La souris, fait peur à ‘éléphant  Car le rêve  finira par s’arrêter un jour  Les bêtises que tu es en train de faire maintenant, leurs  finalités ce ne sont  pas les larmes de RIGO  Il est l’heure d’aller à l’école,  l’écolier tu dors toujours, le jour de l’examen tu deviendras quoi  La raison pour laquelle l’homme écrase le cafard, il ne le sait pas  Le cafard le sait, il s’est trop laissé  faire  Tu as combien ?  Moi j’ai toi  Tu as semé les pierres, que vas-tu chercher dans les champs de RIGO  Je suis en prison, derrière moi, tu as ramené ton amant|Tika pete ya mpuku  ekoka nzoku  Po ndoto eko katana ata kale ooh  Bozoba ozo sala lelo terminus na ngo mayi ya miso ya RIGO te ooh Ngonga ekoki mwana ya kelasi a mizingi na pongi mokolo ya examen a ko koma nini iihiih Likambo moto a bomela mpese moto a yebaka te oh Mpese ye moko ayebi po a mi pesa trop Yo moko okomi na boni iih  Ngai awa naza na yo eeh  Yo moko oloni mabanga na bilanga ya RIGO okeyi ko sala nini eeh  Bakangi nga na boloko mama , na sima ngaï ekotisi mobali eh
REFRAIN: 2x Tu vas rentrer  les mains vides Tu vas rentrer les mains vides Le chemin  te paraitra long  Tes jambes te paraitront lourdes|REFRAIN: 2x Oko zonga maboko pamba aah aah  Oko zonga maboko wololo wololo wololo Nzela eko komela yo molayi iih  Makolo eko koma yo kilo eeh
Je l’ai dit a aux parents de ma femme Ils m’ont répondu qu’ils ont déjà dépensé mon argent  Je suis un arbre frais ils m’ont brulé, j’ai pitié de vous les arbres secs|Na yebisi ba boti ya mwasi ooh  Balobi na ngaï eh si ba lya mbongo eeh  Nga nzeté ya mobesu na pela na moto, mawa pona bino ba nzeté ya mikawu eeh
REFRAIN: 3x Tu vas rentrée les mains vide Tu vas rentrée les mains vide Le chemin  te paraitra long  Les jambes te paraitront lourdes|REFRAIN: 3x Oko zonga maboko pamba aah aah  Oko zonga maboko wololo wololo wololo Nzela eko komela yo molayi iih  Makolo eko koma yo kilo eeh
Chœur : Ne pleure  pas, ce sont des choses qui arrivent  Ce n’est que le corps qui s’est englouti dans le fossé  et non l’esprit  Le cheval sur lequel tu as parié a échoué N’en veux pas à RIGO|Chœur : Kolela te eza makombo eyaka Nzoto ya pamba edindi na libulu molimo te oo  Punda oponaki ebimi echec  Kozua RIGO mabe te ooh
NGOBILA RIGO soigne tes relations  Tu ne sais pas qui pourra t‘aider  demain Tu vas rentrer  les mains vides Tu vas rentrer  les mains vides Le chemin  te paraitra long  Tes jambes te paraitront lourdes|NGOBILA RIGO soignaka relation eeh  Oyebi lobi te nani a ko salisa yo  Oko zonga maboko pamba eh Oko zonga maboko wololo wololo wololo Nzela eko komela yo molayi iih  Makolo eko koma yo kilo eeh
Dédicace …|Dédicaces …
Chœur : Ne pleure  pas, ce sont des choses qui arrivent  Ce n’est que le corps qui s’est englouti dans le  fossé  et non l’esprit  Le cheval sur lequel tu as parié a échoué N’en veux pas à RIGO|Chœur : Kolela te eza makombo eyaka Nzoto ya pamba edindi na libulu molimo te oo  Punda oponaki ebimi echec  Kozua RIGO mabe te ooh
Ecoutez ma voix crier                                                                                                La mélodie de maman que j’envoie en offrande                                                                                                 Reçois de moi ces petites paroles|Boyoka yoka yoka mongongo na nga ekobelela                                   Melodie ya mama natindi libonza ah                                    Oyamba ya ngo oya gai maloba moke wana
Maman la nuit j’ai fais un rêves bizarre                                                                                                 Que je suis devenu vieux                                                                                                 Ceux a qui j’ai apporté de l’aide ont commencé à ce moqué de moi                                                                                                 Les femmes que j’avais ont commencés à me repousser                                                                                                 Ce métier si dur et sans reconnaissance                                                                                                 Ecoute ce problème qui na pas de solution|Mama naloti na butu na ndoto oh bizarre                                   Ti ngai nakomi mobange eh                                    Baye nasalisaka bakomi koseka nga                                    Basi na zuaka bakomi kozomela nga                                   Mosala oyo pasi ezangi nde melesi ih                                    Yoka nde likambo ezangi eyano
Ai ai ih oh oh maintenant je sais                                                                                                 Les jours de ma mort mes détracteurs vont faire la fête                                                                                                 Mes parents vont pleurs, mes enfants vont pleurer leur papa                                                                                                 Mes ainés vont pleurer notre petit frère est parti                                                                                                 Cette journée la serat mouvementées                                                                                                Maman ne pleur, moi je suis né poussière|Ai ai ih oh oh lelo nayebi eh                                    Mokolo ya kufa na nga banguna bakosala nde feti                                   Baboti ba nga bakolela bana bakolela papa                                   Ba yaya bakolela leki na biso akeyi                                    Mokolo yango ekozala makambo ma                                   Mama kolela te ngai na botama mabele
Dieu, Allah soient loué|Yawe Allah kumbama
Prenons soin du temps Luccelle                                                                                                 Jeannot Kano sache qu’il n ya qu’un seul monde                                                                                                 On ne vie qu’une seule fois, il faut en profiter                                                                                                 L’intelligence de la jeunesse                                                                                                Ce n’est pas dans la vieillesse qu’on fera ces carrières                                                                                                Alors profitons|Tika tolengela mua tango Luccelle                                    Jeannot Kano yeba te mokili oyo eza se moko                                   On ne vie qu’une seule fois, il faut en profiter                                    Mayele ya bo mwana ah                                    Na ki mobange te  tokosala ba carriere yango                                    Tika to profiter
Cette journée la serat mouvementées                                                                                                Maman ne pleure pas, mon temps est arrivé|Mokolo yango ekozala makambo ma                                   Mama kolela te ya ngai ngonga ekoki
Dieu, Allah soient loué|Yawe Allah kumbama
Laisse-moi prendre soin du temps Maso                                                                                                Il faut qu’on s’apprête les gens du monde Bob Masua                                                                                                 Il faudra qu’on change de comportement pour le paradis                                                                                                 Toi l’homme du peuple, quand tu gagne un peu, épargne un peu                                                                                                 La carrière d’une personne finie par s’arrêter sache le                                                                                                 Le mandat de l’état aussi peut s’arrêter|Tika na milengela maso  tango oyo                                    Tika to mibongisa bato ya mokoli ih Bob Masua                                   Esengeli tomilengele na bizaleli po na lola                                   Yo moto ya mokili ozui moke bomba moke                                    Carriere ya moto pe esilaka ah ah yeba                                   Mandat ya l’état pe esilaka ah ah
Apres ma mort je refuse que mes enfants souffrent                                                                                                 Qu’ils aient honte des choses que leur papa a faites, ma souffrance est grande|Sima ya liwa na nga na boyi bana banga basambwa                                    bayoka soni eh na likambo papa asalaka ye ye ye mawa na nga eleki
Le jour où je suis devenu vieux|oh Mokolo ngai nakomi mobange
Le jour ou je suis devenu vieux les larmes aux yeux                                                                                                 Je pleur seulement l’époque ou j’étais jeune                                                                                                 Aujourd’hui je suis entrain de devenir vieux, s’ensuivra la mort|Mokolo ngai nakomi mobange mayi na miso                                    Na kolela kaka tango nazala na bolenge                                    Ngai yoyo lelo na komi kokoma mpaka sima liwa eh eh eh
Sache que le temps passe|Oyebaka tango ezali koleka
Quand le temps, il ne revient pas en arrière                                                                                                Essai d’attraper le temps quand le temps se présente, ne le laisse pas mon ami|Soki tango ekei ezongaka te lisusu                                    Meka okanga ya yo tango, tango esi eh se prensenter kotika yango te moninga
Sache que   Bowa Vida|Oyebaka bowa vida
Le temps passe et ne fais que passer                                                                                                Attrape ton temps quand le temps passe, il ne reviendra pas en arrière|Tango ezali kokende se kokende oh ma                                    Kanga ya yo tango tango ekoleka muana ekozonga simate
Omba, j’ai fais tout ce que un vrais Homme fait lorsqu’il aime, ou qu’il soit devenu dingue d’amour   Mais tes parents refuse que nous nous marions   Parce que je suis d’une autre région   J’ai fais des carêmes dans les groupes de prières   Je suis devenu frère en Christ à cause de toi Omba   Mais il me manque la patience  Car j’ai été attiré par le profit   Comme ceci dure   Omba je deviens home à problème|Omba nasali nyonso,oyo mobali ya solo asalaka soki alingi to akomi zoba na bolingo oh o  Kasi baboti no ba boyi yanga nayo to kwelana   Pona zali moto ya région mosusu eh  Na sali ba carêmes na groupe de prière  Na komi frère en Christ po na yo Omba   Kasi patience ezangi ngaï  Pona landaki se profit  Lokola eh wumeli  Omba nakomi luka mambu eh
